workerCounter,assignmentId,workerId,hitId,trial type,reaction time,score,stimulus1,stimulus2 
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4214,2,58,42
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4846,3,14,51
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4166,2,55,50
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4615,7,48,44
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4461,1,54,49
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3426,7,14,47
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3705,4,58,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6672,2,58,42
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4962,3,46,51
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5525,5,20,53
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6060,3,50,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3086,5,54,47
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3449,7,14,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5344,3,55,50
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3633,1,54,49
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3382,7,41,28
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4820,6,46,52
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2662,5,14,51
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,11804,6,14,59
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4911,5,38,44
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3033,7,57,52
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3064,3,50,43
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3449,7,14,47
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,12715,6,45,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5308,5,38,14
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2939,5,17,14
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3211,5,41,43
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5628,5,58,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,8320,4,38,52
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4517,7,53,42
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3556,6,55,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3324,6,52,45
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2638,7,50,56
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5367,6,45,38
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2465,7,55,57
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4015,8,48,44
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3974,5,17,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3676,4,38,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3159,4,50,38
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3946,3,38,57
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,3,2038,true,38,38
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6778,3,46,51
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5362,3,14,51
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2827,4,46,52
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3620,4,38,52
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2313,1,54,49
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3007,3,50,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,10766,5,14,59
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3792,4,50,43
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2796,6,38,14
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6371,8,53,42
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3660,7,14,47
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2611,6,14,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6775,6,38,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4611,5,45,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3908,7,55,57
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,7457,6,54,47
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4876,5,41,43
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3002,5,58,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3166,5,17,54
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2926,8,48,44
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5016,7,52,45
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,8078,6,50,56
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3123,3,55,50
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3110,4,50,38
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,3202,4,38,57
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,8774,3,55,20
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,4039,2,58,42
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,6181,3,45,38
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,5753,3,20,53
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2588,6,17,14
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2900,5,38,44
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2444,5,41,28
1,debugIJTH5Z,debugURZBAF,debugIVM2SR,2,2660,6,57,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,0,7028,4,50,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,1,6791,4,50,53
2,debugXRI15V,debugWZ100H,debugCP5QRD,1,4600,2,58,45
2,debugXRI15V,debugWZ100H,debugCP5QRD,1,3968,6,54,46
2,debugXRI15V,debugWZ100H,debugCP5QRD,1,2266,1,43,49
2,debugXRI15V,debugWZ100H,debugCP5QRD,1,4189,4,56,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5008,2,17,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5663,3,14,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3807,3,55,50
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3098,2,58,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4437,5,38,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8005,3,38,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6053,3,46,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4941,4,54,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3273,6,48,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8078,6,53,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2545,7,50,56
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4102,6,50,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2610,1,54,49
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3382,3,14,59
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3439,4,14,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2141,1,17,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8154,4,38,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4114,4,58,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4294,5,55,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3365,4,38,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3868,6,57,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4443,3,41,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2778,6,45,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3272,3,50,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5612,5,38,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8671,5,41,28
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,9843,3,50,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6830,4,20,53
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3293,2,46,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,9612,3,52,45
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3942,4,45,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4491,5,14,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4784,3,55,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,3,2459,true,14,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3620,5,48,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4612,4,54,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3708,6,14,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5576,5,38,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4164,7,57,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4003,5,38,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3852,5,55,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4464,5,53,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,36297,3,38,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2934,1,38,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,9875,2,55,50
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2941,4,14,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3589,6,50,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5617,6,14,59
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5425,4,46,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2934,2,58,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3486,2,50,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3258,3,58,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4389,2,17,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4473,4,50,56
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2254,1,54,49
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4988,5,41,28
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,30215,6,20,53
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,7544,4,45,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,46660,3,55,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,9669,5,38,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8409,5,45,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,19167,6,52,45
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4088,4,46,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,42741,2,17,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3973,4,41,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3480,6,50,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4961,6,14,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4113,7,50,56
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3312,5,50,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4363,3,58,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,1870,1,54,49
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5623,3,50,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6116,4,38,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2836,6,57,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4746,4,38,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2530,2,17,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3253,2,17,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,48274,5,54,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2819,3,50,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5001,4,14,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,14330,3,55,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,20850,3,55,50
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6215,3,45,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4293,4,38,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3353,6,55,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2686,6,45,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3835,6,41,28
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2890,3,46,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3231,5,53,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4776,4,14,59
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8636,5,14,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5669,6,48,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,25221,5,14,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,8740,4,38,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5385,2,58,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3457,2,38,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,9454,3,41,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3025,3,46,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5542,5,52,45
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4036,5,20,53
2,debugXRI15V,debugWZ100H,debugCP5QRD,3,3114,true,50,50
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6349,4,14,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4254,5,20,53
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,10015,3,38,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5350,3,46,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3172,3,55,50
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3783,6,41,28
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4006,3,55,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5893,2,45,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,7185,4,38,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3115,6,52,45
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5584,5,14,59
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3660,5,50,38
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4669,4,14,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6063,4,55,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,5201,3,38,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2562,2,58,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3509,7,50,56
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4815,4,38,57
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2446,5,53,42
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2865,5,45,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2925,3,41,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3440,3,50,20
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2665,6,48,44
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4600,3,50,43
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4835,3,58,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2547,2,17,14
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2508,1,54,49
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,4629,6,57,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,2540,2,17,54
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6150,4,38,52
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,3376,3,46,51
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,7250,5,14,47
2,debugXRI15V,debugWZ100H,debugCP5QRD,2,6197,6,54,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,0,20814,3,50,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,1,7339,6,41,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,1,6256,7,43,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,1,6184,7,58,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,1,2756,2,50,46
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,1,8144,3,14,59
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,12293,3,54,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5993,5,45,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4090,1,46,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2624,1,17,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5965,7,38,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4797,5,41,28
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4389,3,38,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3206,1,50,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3004,1,58,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6197,1,45,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3613,1,17,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2657,3,58,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,10514,5,53,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3318,5,14,59
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,17880,6,14,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6310,5,14,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5524,3,20,53
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3454,6,14,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4990,3,38,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3441,2,41,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2856,1,38,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3368,3,55,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4450,7,57,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3249,5,52,45
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2112,1,46,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,7723,5,38,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2380,1,54,49
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,7851,4,48,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3310,1,55,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2445,1,50,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1680,1,55,50
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4397,5,50,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5384,6,50,56
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,3,2518,true,50,50
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2958,2,55,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3811,3,58,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,7957,5,14,59
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4209,6,50,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3318,2,14,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2050,1,55,50
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2689,6,14,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4472,7,50,56
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2198,1,50,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1702,1,50,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2964,3,41,28
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2533,1,46,51
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3078,1,38,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1931,1,58,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,4278,7,57,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3138,4,38,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,6632,3,55,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1954,1,54,49
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5546,6,45,20
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2922,1,20,53
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3338,7,38,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2401,2,52,45
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3266,1,41,43
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3581,6,48,44
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3729,1,17,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2652,4,14,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3684,3,54,47
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2316,1,45,38
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3823,4,38,14
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3720,3,53,42
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,5862,3,38,57
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,1765,1,17,54
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,2078,1,46,52
3,debugHMW9LO,debugLK7MDR,debugUR5VB7,2,3092,5,58,54
